feature,global_impurity_importance
step_speed_m_s,0.23172532855148872
swing_to_stance_ratio,0.19878017091742717
double_support_pct,0.17798195793656907
stride_length_m,0.1770974665880287
stride_time_cv_pct,0.11578430497855528
cadence_strides_per_min,0.09863077102793101
